"age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,id"
"31,Self-emp-inc,149726,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0,20390"
"57,Private,301514,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,20391"
"45,Federal-gov,162410,Some-college,10,Widowed,Tech-support,Not-in-family,White,Female,0,0,45,United-States,1,20392"
"47,Private,108510,10th,6,Married-civ-spouse,Sales,Husband,White,Male,0,0,65,United-States,0,20393"
"44,Federal-gov,44822,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,20394"
"39,Private,282153,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,20,United-States,0,20395"
"46,Self-emp-inc,235320,Masters,14,Divorced,Sales,Not-in-family,White,Male,0,0,60,United-States,1,20396"
"24,Private,140001,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0,20397"
"24,Private,86065,HS-grad,9,Never-married,Transport-moving,Unmarried,White,Female,0,0,40,Mexico,0,20398"
"48,Self-emp-inc,193188,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,20399"
"27,Private,255476,5th-6th,3,Never-married,Other-service,Other-relative,White,Male,0,0,40,Mexico,0,20400"
"40,Private,141657,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,35,United-States,1,20401"
"31,Local-gov,295589,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,0,20402"
"21,Private,107895,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,35,United-States,0,20403"
"40,Private,163985,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,24,United-States,0,20404"
"28,Private,196690,Assoc-voc,11,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,1669,42,United-States,0,20405"
"47,Local-gov,171095,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,1,20406"
"30,State-gov,234824,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,72,United-States,0,20407"
"27,Private,203776,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0,20408"
"60,State-gov,97030,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,0,20409"
"23,Private,31606,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,20410"
"46,Private,174995,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,United-States,0,20411"
"24,Private,145111,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,0,20412"
"58,Private,201112,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,55,United-States,1,20413"
"48,Self-emp-not-inc,179337,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,England,0,20414"
"29,Private,353352,Assoc-voc,11,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,0,20415"
"41,Private,171615,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,1,20416"
"20,Private,243010,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Other,Male,0,0,32,United-States,0,20417"
"37,Private,219546,Bachelors,13,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,3411,0,47,United-States,0,20418"
"27,Private,232782,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0,20419"
"22,Private,128487,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,10,United-States,0,20420"
"20,Local-gov,308654,Some-college,10,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Female,0,0,20,United-States,0,20421"
"39,Private,456922,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,0,0,40,United-States,0,20422"
"34,Private,277314,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Black,Male,0,1902,50,United-States,1,20423"
"21,Private,176690,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,0,20424"
"35,Private,108907,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,0,20425"
"36,Local-gov,175255,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,0,20426"
"47,Private,176239,Some-college,10,Widowed,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,0,20427"
"26,Private,141824,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,0,20428"
"54,Private,46401,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,47,United-States,0,20429"
"21,Private,104981,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,48,United-States,0,20430"
"66,Private,107196,HS-grad,9,Widowed,Tech-support,Not-in-family,White,Female,0,0,18,United-States,0,20431"
"42,Private,150568,HS-grad,9,Separated,Sales,Unmarried,White,Female,0,0,45,United-States,0,20432"
"18,Private,120243,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,10,United-States,0,20433"
"21,Private,111467,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0,20434"
"61,State-gov,186451,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,40,United-States,1,20435"
"28,Private,109162,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,0,20436"
"23,Private,107190,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,0,0,20,United-States,0,20437"
"38,Private,103323,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,20438"
"22,State-gov,186634,12th,8,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,1,20439"
"65,Private,469602,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,United-States,0,20440"
"26,Private,115717,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,2051,40,United-States,0,20441"
"31,State-gov,557853,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,47,United-States,0,20442"
"24,Private,119156,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,50,United-States,0,20443"
"41,Private,283116,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,1506,0,50,United-States,0,20444"
"43,Private,209149,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,0,20445"
"40,Self-emp-inc,225165,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,20446"
"18,Private,279593,11th,7,Never-married,Prof-specialty,Own-child,White,Female,0,0,2,United-States,0,20447"
"41,Private,112283,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,1,20448"
"33,Self-emp-not-inc,196342,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,1,20449"
"61,Private,101500,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,20450"
"42,Private,236110,5th-6th,3,Married-spouse-absent,Craft-repair,Not-in-family,White,Male,0,0,40,Puerto-Rico,0,20451"
"40,Self-emp-inc,475322,Bachelors,13,Separated,Craft-repair,Own-child,White,Male,0,0,50,United-States,0,20452"
"53,Private,124076,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,99999,0,37,United-States,1,20453"
"26,Private,189238,9th,5,Never-married,Other-service,Own-child,White,Female,0,0,38,El-Salvador,0,20454"
"40,Private,199900,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1848,55,United-States,1,20455"
"34,Private,192900,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,20456"
"45,Private,44791,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0,20457"
"53,Private,126368,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,1,20458"
"36,Self-emp-not-inc,408427,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,1,20459"
"46,Private,309212,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,25,United-States,0,20460"
"17,Private,207637,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,10,United-States,0,20461"
"23,Private,160398,Some-college,10,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,0,40,United-States,0,20462"
"72,Private,165622,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,0,20463"
"18,Private,151150,10th,6,Never-married,Farming-fishing,Own-child,White,Male,0,0,27,United-States,0,20464"
"40,Private,510072,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,1,20465"
"21,Private,177265,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,0,20466"
"28,Private,340408,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,46,United-States,0,20467"
"51,Private,143822,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,1,20468"
"35,Private,63921,5th-6th,3,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,0,20469"
"44,Private,180609,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,42,United-States,0,20470"
"48,Private,138069,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,0,20471"
"30,State-gov,119422,10th,6,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,20472"
"28,Private,157391,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,0,20473"
"53,Federal-gov,205288,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,35,United-States,1,20474"
"65,Self-emp-inc,115922,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,20475"
"21,Private,232591,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0,20476"
"50,Private,283676,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,20477"
"28,Private,408473,12th,8,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,0,20478"
"39,Federal-gov,30916,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,1,20479"
"66,Self-emp-not-inc,212185,7th-8th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,48,United-States,0,20480"
"31,Private,36069,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,0,20481"
"30,Private,183284,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,20482"
"31,Private,223046,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0,20483"
"29,Private,136277,10th,6,Never-married,Other-service,Own-child,Black,Female,0,0,32,United-States,0,20484"
"60,Private,85815,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,0,20485"
"39,Private,375452,Prof-school,15,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,48,United-States,1,20486"
"17,Private,413557,11th,7,Never-married,Adm-clerical,Own-child,White,Female,0,0,32,United-States,0,20487"
"41,Self-emp-not-inc,277783,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,2001,50,United-States,0,20488"
"32,Federal-gov,148138,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,2002,40,Iran,0,20489"
"73,Private,333676,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,0,20490"
"39,Private,139012,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,1,20491"
"42,Self-emp-not-inc,166813,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,0,20492"
"45,Private,135044,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0,20493"
"54,Self-emp-inc,383365,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,1,20494"
"45,Private,179428,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,0,20495"
"50,Private,177705,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,0,20496"
"65,Private,169047,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,10,United-States,0,20497"
"29,Self-emp-not-inc,58744,Assoc-acdm,12,Never-married,Other-service,Own-child,White,Male,0,0,60,United-States,0,20498"
"28,Self-emp-not-inc,38079,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,55,United-States,0,20499"
"51,Private,71046,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Male,0,0,45,Scotland,0,20500"
"56,Self-emp-not-inc,172618,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,United-States,1,20501"
"21,Private,185551,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,36,United-States,0,20502"
"43,Federal-gov,144778,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,1,20503"
"32,Self-emp-inc,99309,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,20504"
"27,Self-emp-not-inc,404998,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0,20505"
"17,Self-emp-inc,254859,11th,7,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,0,20506"
"46,Private,195023,HS-grad,9,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Columbia,0,20507"
"63,Private,200474,1st-4th,2,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0,20508"
"32,Private,272944,Some-college,10,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,0,20509"
"25,Private,144301,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,42,United-States,0,20510"
"43,Private,170730,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,50,United-States,1,20511"
"19,Private,25429,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,20,United-States,0,20512"
"24,Private,165064,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0,20513"
"33,Private,186824,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,20514"
"28,Private,169069,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,0,20515"
"35,Private,360799,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,1,20516"
"53,Private,166386,Bachelors,13,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,0,0,40,China,0,20517"
"47,Private,363418,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,70,United-States,1,20518"
"63,Self-emp-not-inc,106551,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,20519"
"35,Private,190194,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,20520"
"31,Private,254293,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0,20521"
"24,Private,91999,Assoc-acdm,12,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,20,United-States,0,20522"
"47,Federal-gov,197332,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0,20523"
"49,Private,94342,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,0,20524"
"64,Private,126233,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,0,20525"
"58,Private,301867,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,0,20526"
"41,Local-gov,97064,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,44,United-States,0,20527"
"58,Private,227800,1st-4th,2,Separated,Farming-fishing,Not-in-family,Black,Male,0,0,50,United-States,0,20528"
"46,Private,149388,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,20529"
"28,Private,136077,10th,6,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0,20530"
"34,Private,300681,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,Jamaica,1,20531"
"38,Self-emp-not-inc,129573,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1,20532"
"23,Private,110677,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,15,United-States,0,20533"
"31,Private,202729,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,0,20534"
"24,Private,154422,Bachelors,13,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,0,20535"
"29,Private,178778,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,0,20536"
"90,Private,313986,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0,20537"
"32,State-gov,169583,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,70,United-States,0,20538"
"64,Private,143110,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,30,United-States,0,20539"
"45,Self-emp-inc,177543,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,50,United-States,0,20540"
"51,Private,131068,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0,20541"
"31,Self-emp-not-inc,44503,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,20542"
"41,Self-emp-inc,125831,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,1887,55,United-States,1,20543"
"20,Private,117618,Some-college,10,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,0,20544"
"30,State-gov,180283,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,0,20545"
"28,Private,54243,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,60,United-States,0,20546"
"58,Local-gov,310085,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,20547"
"40,Self-emp-not-inc,209040,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,20548"
"73,Local-gov,161027,5th-6th,3,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,20,United-States,0,20549"
"38,Private,262882,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,0,20550"
"29,State-gov,293287,Some-college,10,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,0,20551"
"48,Private,120131,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,70,United-States,1,20552"
"55,Private,157932,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,0,20553"
"22,Private,291386,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,20554"
"53,Federal-gov,225339,Some-college,10,Widowed,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,0,20555"
"64,Private,151364,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,20556"
"25,Private,166971,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,0,20557"
"39,Private,173175,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,50,United-States,1,20558"
"17,Private,204018,11th,7,Never-married,Sales,Unmarried,White,Male,0,0,15,United-States,0,20559"
"33,State-gov,400943,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,1,20560"
"39,Private,117683,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,1,20561"
"56,Federal-gov,107314,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,0,20562"
"32,Self-emp-not-inc,92531,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0,20563"
"19,Private,168601,11th,7,Never-married,Other-service,Other-relative,White,Male,0,0,30,United-States,0,20564"
"56,Private,182460,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1,20565"
"23,Private,565313,Some-college,10,Never-married,Other-service,Own-child,Black,Male,2202,0,80,United-States,0,20566"
"26,Private,154966,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Puerto-Rico,0,20567"
"71,Private,124959,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,20568"
"27,Private,401723,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,0,20569"
"47,Self-emp-inc,102308,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2415,45,United-States,1,20570"
"54,Private,115602,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,0,20571"
"57,Self-emp-not-inc,291529,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,4386,0,13,United-States,1,20572"
"37,Federal-gov,194630,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,0,20573"
"64,Self-emp-not-inc,170421,Some-college,10,Widowed,Craft-repair,Not-in-family,White,Female,0,0,8,United-States,0,20574"
"37,Private,239397,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,0,20575"
"67,Private,174603,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,0,20576"
"28,Local-gov,56340,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,0,20577"
"25,Private,186925,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,2597,0,48,United-States,0,20578"
"20,Private,164574,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,0,20579"
"24,State-gov,90046,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,Canada,0,20580"
"55,Self-emp-not-inc,53566,Doctorate,16,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,0,20581"
"68,Private,193666,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,55,United-States,1,20582"
"53,Local-gov,86600,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,0,20583"
"38,Private,136137,Some-college,10,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,50,United-States,1,20584"
"30,Private,103649,Some-college,10,Never-married,Other-service,Own-child,Black,Female,0,0,40,United-States,0,20585"
"43,Private,33126,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0,20586"
"30,Private,318749,Assoc-voc,11,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,35,Germany,0,20587"
"47,Private,166181,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,48,United-States,1,20588"
"75,Private,316119,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,8,United-States,0,20589"
"55,Private,92215,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,20590"
"55,Private,120970,10th,6,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,1,20591"
"63,State-gov,194682,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,United-States,1,20592"
"59,Private,193895,Some-college,10,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,0,20593"
"28,Private,715938,Bachelors,13,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,0,20594"
"45,Private,297884,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,1,20595"
"31,Self-emp-not-inc,325355,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,40,United-States,1,20596"
"69,Self-emp-not-inc,349022,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,33,United-States,0,20597"
"35,Private,216711,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,20598"
"41,Private,197093,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,0,20599"
"29,Private,34796,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0,20600"
"49,Private,204629,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,20601"
"53,Private,103931,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,20602"
"46,Private,465974,11th,7,Never-married,Transport-moving,Own-child,White,Male,0,0,30,United-States,0,20603"
"29,Private,273051,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,52,Yugoslavia,1,20604"
"40,Private,239708,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,0,20605"
"17,Private,147069,10th,6,Never-married,Sales,Own-child,White,Female,0,0,16,United-States,0,20606"
"45,Private,144579,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,1,20607"
"35,Private,330664,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,0,20608"
"54,Local-gov,168553,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,20609"
"53,Private,123092,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,0,20610"
"46,Private,219021,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,44,United-States,1,20611"
"27,Private,144133,Bachelors,13,Married-civ-spouse,Exec-managerial,Other-relative,White,Male,0,0,50,United-States,0,20612"
"29,Private,176760,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,55,United-States,0,20613"
"53,Private,158352,5th-6th,3,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,24,Italy,0,20614"
"40,Private,176069,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,0,20615"
"26,Private,153434,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,0,20616"
"59,Self-emp-not-inc,128105,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,0,20617"
"37,Private,267085,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,20618"
"34,Private,110554,HS-grad,9,Divorced,Sales,Own-child,White,Female,0,0,35,United-States,0,20619"
"40,Private,31621,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,20620"
"44,Private,85604,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,1,20621"
"19,Private,181020,11th,7,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,30,United-States,0,20622"
"51,Self-emp-not-inc,32372,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,99,United-States,0,20623"
"26,Private,192262,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,45,United-States,0,20624"
